Meal,Bedtime,Waketime,Quality,Electronics,Up,Temperature,Noise,Nap
143.38109320245914,1307.3441346870782,407.21448323226656,6,22.945871779200136,1,22.82871967388479,51.438563953294505,16.161307047467485

146.06717589944583,1380.071539160547,353.7706329224948,5,1.322280717111875,1,23.508978097143107,24.66756898776142,7.661286314430455

69.12557310002705,1366.6487176837427,447.9088802846994,8,7.1642411959971355,2,26.589590294427015,38.45462393679905,19.52248216603344

111.24676377665773,20.035298203968296,296.26435775142454,4,22.269180678685274,1,24.727050192068557,1.5966438745882066,25.983380413261806

79.35137501695209,1288.213741007057,387.01449847091703,7,14.509255892527921,1,23.40008500171104,2.927947807120759,22.5822701846075

144.79230773772665,17.217460567114358,552.2432940712276,4,17.70653088132731,2,20.16933678946235,4.886734688322015,28.74107536459521

96.54715957518644,36.44219586947111,327.93087331065226,8,22.703285158366356,1,21.381605771985427,27.809791477324836,15.691110961694477

66.26738897976952,1324.1966352494323,405.0227176168551,4,3.6009370765727144,1,19.91678096275182,47.515363468046104,27.5307675822712

103.60198288045044,65.67721710623778,658.3843445799903,4,15.528096050049152,1,22.26561524085409,17.733487178947623,17.82000737067733

161.88255286817886,1273.553816946077,696.8341242629162,6,2.100507909235384,1,21.159647601131162,5.86165736335149,26.884597154510843

142.78761712320724,1362.6790511007862,277.2084502309676,8,18.979717392673813,1,26.78494772512884,45.9581915448528,19.416225858351858

93.4092276037561,1325.7654605672217,633.6526153997504,6,11.826097195394953,1,24.971899626407936,57.97304814017566,18.911993204800112

70.63780019984831,1384.0142097158232,314.49954150770395,6,1.8969463989980024,1,19.675375168916887,37.97612513765846,15.625672255006577

60.09705463962518,19.961141671193445,364.8175465692764,7,7.0766980111197775,1,19.181862136812118,13.264061352386623,15.923713810221647

161.65513808520336,1246.4948126378722,647.8400699326322,8,5.875666345400006,1,26.266678401031744,25.41204698347759,3.141693155018853

102.96565755213948,20.844542564613675,367.43153879357806,4,4.262309679647277,1,19.46944902878826,33.835073493797836,25.422566501080162

108.89256990557743,1201.7096519822596,699.9531495163765,8,21.138948160958492,1,25.321835174908337,43.6618340836697,12.064013820161236

85.83469829680298,1342.1178579201298,490.56976946793003,4,9.03572551594468,1,22.744480491135057,6.263426792920221,6.397984753125668

122.32164562215213,1406.3760058189412,275.25579660761593,7,8.477485521060036,3,22.769005041785455,15.166208930324064,16.52320585138526

175.94812951233578,1207.4784838617766,380.47858124640885,1,27.666677238735936,3,25.455027844325052,20.172468721295857,6.247851375425562

71.81359933724329,95.57711996989451,413.55209506218637,4,12.810972327932804,1,26.27839788905951,3.1413495208602242,19.017918522030577

156.96505371515457,1346.1302012379924,614.4882726286908,7,24.589044373043052,1,20.223194101967174,47.8248727976622,17.473434799433107

68.94144227695907,40.29896063805086,240.33466433803972,3,25.74323662996779,3,21.729713122422066,46.191444611845924,2.603210409708856

121.3523689063935,1398.934304804107,636.6083362008726,5,13.621205189656322,1,20.541505593931866,48.16828789789503,9.502433951957125

159.54691809824018,141.58354276442378,402.305287072854,3,0.6398895177218904,0,19.837983068362018,38.76069402636525,11.590149145966183

74.87138035288798,85.6261900870586,662.3371118611927,3,11.094583902981176,2,22.61675654282663,44.816007366085415,19.8766709685378

77.35140562360189,1318.8756827178083,362.48153602855245,3,18.338691442345063,2,20.464249299149728,26.819485407004944,0.9023432861935881

174.10196092295848,134.18863044210366,590.5611311079826,4,9.069928034269179,0,26.696372397488666,44.7209240291914,27.383928890314614

94.8670160029653,1140.500442972902,428.20494864319113,5,28.923817974799235,1,21.497867438012804,36.576331254551235,6.784736626826508

145.30474973596577,1317.0743452819133,711.7950340826078,7,24.76241141545629,2,19.992550842068685,3.647807715179546,23.50885103903898

173.27657074753694,1212.0662547845989,278.73577081172425,6,17.19749858036601,0,21.681190436995884,26.761938811866216,28.535167811360658

114.0920463146508,1166.8347444908172,649.9942304052208,6,29.22469390508108,1,25.937982149924153,47.02296979054406,5.950700071922963

126.80506659971863,1252.3292469016885,603.5458397274801,7,20.47545552589572,1,22.836239965523628,23.503037121181332,11.731676627833481

153.94433047727114,148.66808762424648,357.4509298597103,5,14.781496909926435,3,22.656551966397732,22.24296392214209,22.735139123164895

110.39382785018398,144.1996334998571,633.443244349045,3,5.028720783228572,2,24.297965548313122,13.919479377269493,3.3920985561357675

163.23070777159398,1410.8322039930877,703.6464943283333,5,24.397041218688493,0,22.721680276813096,39.46428318184657,21.454586265753885

117.71664637801817,35.11328639686917,668.1616814817795,4,4.974703835517616,3,25.947009559322762,47.93274102352244,8.198469237990407

60.33581167023267,84.32797899205116,537.6962359283592,3,22.958110340433933,0,24.985140649769306,59.81249514721813,27.16080702229409

174.75373266575318,1151.722039467587,616.5724856210783,5,15.300899670053845,0,20.03161877914971,11.82043542442025,2.5668937813025465

136.5346792307551,1422.2665898531582,590.8259886528945,6,8.808448169772113,3,19.00031530027689,43.24219557369327,16.21199852614273

171.60486247088488,1234.9429660281503,664.0802908977956,7,17.342775381893567,2,26.857009832511523,8.510100685420376,0.6075255741589594

69.69762261160896,47.603166065129244,559.7974691953735,7,0.44420930748249887,1,24.30411858641729,49.745379401762634,19.012475378219392

159.56267278524285,1325.832925876999,380.8278274735753,6,25.185151669320042,0,22.779787661352078,17.78190906607712,27.549182751193324

86.84536525531685,1391.829923186383,596.9549075666667,5,13.417003674408791,0,23.56693110932374,44.330360219560276,25.64789696515284

112.0075183118461,1205.6817516452593,267.68324148471095,4,20.290156661895544,3,22.50717158447706,37.04858767320247,14.392362445325652

95.08177732029574,142.2607109443311,578.8243815035622,4,7.223724129613581,0,24.70650767044636,16.281587233892587,16.93911090591381

130.06900272215884,36.05498184030512,690.0948386263294,4,4.806243344791284,3,21.500744443775634,32.546553868910806,28.11334697701683

136.65533284528615,1224.9173280567538,252.51975330504453,4,25.977115974612005,2,20.412445081916466,35.672662088034535,28.18412985832692

101.42508834758266,144.16135735650187,673.1604609881088,2,8.195176871907396,3,19.637245009499626,51.09061723170342,14.298363654232913

164.68344833618096,1282.2809570090712,256.420612646467,4,0.10422779433272567,3,20.488029339843205,13.123684770975295,19.905796940672584

107.8143630251713,154.52747760833108,461.40836630267563,6,21.589937788494634,2,22.454821653776406,29.92730114889047,6.2665433804311785

109.15530264473549,1354.553690570829,579.0693614807976,10,2.7001407294846675,1,24.14666640060207,17.800479163564532,26.39084465726129

107.42452914070323,85.62040916571414,585.5335150337177,7,14.848499854946086,1,20.367992515088535,20.906045209258444,16.951580413537297

121.2448296312141,94.82210741475046,675.7064593135618,5,13.557468729758003,0,26.174973047846446,32.66186928452793,1.7398300685149053

81.214412167353,102.68195742691228,373.039592198068,4,20.52040484360221,0,23.32411961073306,12.371364314637383,1.6529766618208566

168.83703585492893,166.86420600185443,261.90109215367386,6,20.509264681796203,1,23.035456953644662,24.22253776463709,27.758784250989333

84.67804075801095,1317.58942589657,582.6588570020964,6,16.88824845604004,2,24.514712059496585,10.821684095780647,2.1966810940980643

105.26249393739901,1359.723405487403,485.77505088679,6,27.24846015655049,2,23.891072837725925,35.43521123012026,0.8482547161335177

111.44095845231622,1272.86208789324,507.4343572802234,7,23.939869893277358,0,25.41640139675262,17.992107411894118,4.354625982843668

155.65917507741543,1264.418920993065,590.5257682930702,4,6.401737007760758,0,24.953428082558336,58.34148056600017,23.381254711746912

169.53569431059873,13.91835341399019,483.78486606094515,4,27.778618387094852,1,22.552514838953545,7.263808895091191,27.102920502400003

78.81849759997905,1391.373331610029,249.596784609966,3,2.0366342452573107,3,26.112914710610166,13.900097294575094,16.403417526095772

66.43986927131186,107.89905211799123,636.1258623362496,4,26.909265818084876,1,24.165897318789145,27.85729962429697,6.574473555983216

95.29960751185199,1214.3922411944116,499.0923662216656,5,3.51146047602875,0,21.43866379999818,18.893359176508437,3.220280423149921

86.74482741516022,1379.2924382009985,483.5051272992817,10,11.618963462789832,1,25.584139879793923,26.427480967359944,6.425185818326645

128.75348185529776,1151.9067560088754,434.74939402806723,8,17.02428010506983,0,20.152337918162058,41.02293110754705,16.7399123612299

109.78792334221313,1420.37028161103,489.10990505856,5,25.28856913832624,0,26.664100307505862,51.907337285441955,0.5844725116893219

131.3625319551923,1370.6282716404664,493.2200607165542,7,7.960999525108137,1,19.56771023282071,16.333843697789504,14.567398580762188

162.5122558216091,1355.8873437299965,528.8043683859098,3,6.2148176308127105,3,25.061005466167213,10.248190678613994,9.074053408170498

77.85306333869096,1243.8401024636719,287.4369981333539,4,13.499601104210683,3,19.4696304614299,48.779118536991355,12.86937948899677

130.63070065571128,1243.7191845986815,647.2319552367508,7,27.669571344237426,1,20.804928792327672,43.85536872662481,21.72234341474156

159.04542714435274,161.84937125279998,477.8027413049299,5,25.83213215337187,0,20.25703230866856,34.33041364235576,27.02515217451705

61.38166295990284,123.50505571882968,529.1672613889953,4,0.6330092607806836,0,20.315536013943156,17.760619799586276,5.760055287886239

87.24685081977385,1364.1141032434812,269.183747645259,8,26.921867625548703,0,21.468136643299804,23.358563391816705,13.824223355986398

140.60291346580053,1270.9058042736908,417.81307546297455,6,8.275006933794607,3,19.90735624367637,4.874189202229406,22.19003697033426

85.66032542558051,1179.621636842158,436.42668782242134,7,23.33769182351277,2,22.26414505862992,9.028773427536844,9.075404667537185
